aX,aY,aZ,gX,gY,gZ
0.382,0.145,0.553,-46.875,0.610,-3.296
0.328,0.086,0.513,-57.495,-7.263,-5.310
0.306,0.034,0.504,-63.232,-14.893,-6.470
0.272,0.010,0.464,-63.293,-18.066,-4.578
0.258,0.088,0.385,-59.570,-18.188,-0.244
0.236,0.159,0.309,-60.974,-19.043,1.587
0.208,0.166,0.211,-59.021,-20.020,-0.122
0.211,0.201,0.150,-45.898,-22.522,-1.160
0.196,0.232,0.170,-34.851,-27.100,-2.319
0.184,0.234,0.152,-23.315,-27.832,-4.761
0.188,0.217,0.151,-12.207,-26.733,-7.751
0.185,0.184,0.162,-1.770,-26.184,-10.803
0.180,0.161,0.234,8.911,-26.306,-12.634
0.189,0.185,0.294,19.287,-23.254,-13.184
0.203,0.259,0.323,24.536,-17.639,-13.367
0.228,0.304,0.342,25.208,-11.597,-16.479
0.286,0.304,0.394,23.865,-7.019,-22.339
0.347,0.275,0.433,20.569,-2.930,-28.564
0.433,0.293,0.432,16.052,2.808,-32.532
0.517,0.313,0.375,13.733,6.836,-36.560
0.617,0.316,0.396,13.794,5.066,-41.321
0.677,0.293,0.446,12.695,-0.366,-44.861
0.715,0.337,0.470,12.390,-5.005,-45.166
0.725,0.413,0.546,14.343,-11.963,-43.884
0.748,0.403,0.698,15.259,-21.423,-45.288
0.750,0.305,0.876,11.536,-28.931,-47.546
0.722,0.223,1.043,7.690,-33.447,-47.180
0.697,0.206,1.222,5.066,-35.767,-44.128
0.672,0.282,1.370,1.770,-34.546,-40.161
0.649,0.385,1.432,-2.808,-29.602,-38.940
0.611,0.418,1.492,-7.568,-25.330,-42.969
0.630,0.397,1.599,-9.338,-23.071,-47.852
0.671,0.342,1.698,-10.986,-19.836,-50.476
0.710,0.346,1.707,-14.160,-13.794,-49.011
0.733,0.373,1.691,-18.677,-9.521,-45.532
0.752,0.383,1.691,-24.597,-8.789,-43.030
0.766,0.406,1.693,-31.494,-9.033,-40.710
0.717,0.477,1.653,-41.199,-9.094,-38.696
0.651,0.450,1.615,-58.228,-8.911,-40.649
0.650,0.489,1.473,-64.270,-7.935,-43.091
0.579,0.435,1.334,-71.838,-8.789,-47.668
0.507,0.326,1.273,-76.111,-14.404,-53.955
0.498,0.428,1.043,-59.204,-14.221,-53.162
0.481,0.288,0.965,-57.983,-22.095,-63.599
0.465,0.114,0.954,-72.815,-32.898,-73.303
0.442,0.116,0.876,-85.632,-36.682,-69.519
0.415,0.138,0.726,-91.431,-36.194,-61.157
0.393,0.190,0.585,-86.121,-37.048,-52.185
0.372,0.230,0.524,-74.097,-40.466,-46.265
0.342,0.226,0.492,-61.462,-43.518,-45.471
0.269,0.172,0.570,-53.162,-45.227,-48.767
0.284,0.034,0.548,-51.147,-40.710,-53.833
0.238,-0.009,0.388,-47.974,-32.959,-49.255
0.217,0.010,0.321,-44.556,-31.067,-40.405
0.178,0.083,0.343,-42.297,-33.020,-32.349
0.146,0.110,0.321,-41.626,-30.823,-29.663
0.121,0.065,0.291,-41.687,-27.649,-31.372
0.088,-0.029,0.287,-41.199,-25.574,-32.410
0.072,-0.037,0.287,-29.907,-23.132,-28.137
0.066,0.061,0.290,-20.264,-20.386,-21.423
0.052,0.149,0.330,-15.442,-16.846,-18.799
0.057,0.162,0.350,-4.944,-11.780,-21.240
0.056,0.135,0.383,-1.099,-6.104,-25.024
0.045,0.124,0.414,1.221,-0.610,-26.672
0.052,0.131,0.455,3.418,5.127,-26.672
0.064,0.149,0.493,5.127,10.498,-25.574
0.094,0.153,0.524,6.958,15.320,-24.231
0.141,0.164,0.582,12.451,18.250,-22.583
0.209,0.187,0.719,22.400,17.639,-20.386
0.267,0.199,0.881,36.987,15.808,-17.395
0.285,0.194,1.047,49.927,15.259,-12.390
0.263,0.206,1.128,56.824,16.724,-5.127
0.271,0.338,1.227,64.575,16.724,4.700
0.294,0.571,1.349,69.763,14.771,12.939
0.332,0.738,1.538,65.186,12.756,11.780
0.400,0.718,1.626,53.223,15.198,1.404
0.514,0.598,1.655,39.734,19.470,-8.118
0.612,0.531,1.598,35.339,22.278,-8.789
0.693,0.571,1.523,34.668,21.484,-0.122
0.728,0.646,1.441,32.776,17.700,10.803
0.715,0.593,1.385,26.184,11.475,16.235
0.705,0.481,1.358,15.869,3.662,18.982
0.660,0.466,1.453,7.141,-4.211,22.827
0.615,0.520,1.554,-5.432,-6.958,22.278
0.529,0.551,1.655,-23.621,-2.075,10.803
0.477,0.334,1.450,-38.513,9.399,-7.812
0.443,0.212,1.443,-39.917,10.864,-18.799
0.444,0.159,1.526,-37.842,5.981,-22.278
0.436,0.152,1.476,-43.091,10.559,-22.705
0.416,0.116,1.306,-53.223,18.799,-23.926
0.412,0.063,1.129,-61.218,23.254,-24.170
0.407,0.097,0.915,-62.927,22.278,-22.034
0.392,0.122,0.797,-64.392,13.916,-20.752
0.392,0.018,0.711,-71.838,3.418,-20.996
0.371,-0.088,0.606,-70.313,-2.747,-15.442
0.356,-0.074,0.538,-59.753,-7.202,-0.916
0.348,0.017,0.462,-45.227,-9.277,15.930
0.349,0.096,0.364,-33.569,-8.728,28.076
0.349,0.148,0.287,-25.452,-9.094,34.729
0.339,0.182,0.256,-18.738,-10.254,39.185
0.323,0.210,0.237,-14.282,-9.705,42.786
0.288,0.275,0.201,-11.414,-6.714,46.265
0.250,0.380,0.136,-8.789,-2.686,47.485
0.223,0.499,0.098,-7.812,1.099,44.434
0.203,0.595,0.092,-6.592,2.991,35.767
0.169,0.614,0.101,-4.761,4.578,20.691
0.151,0.563,0.105,-2.075,6.287,2.625
0.148,0.480,0.129,1.892,6.714,-13.977
0.166,0.378,0.165,7.874,6.531,-27.832
0.214,0.301,0.188,14.832,7.324,-35.950
0.294,0.286,0.182,22.644,8.301,-37.598
0.394,0.281,0.176,31.616,7.690,-35.828
0.504,0.267,0.234,40.833,3.601,-33.264
0.578,0.282,0.327,48.401,-0.977,-29.724
0.609,0.333,0.351,51.697,-2.014,-25.208
0.621,0.427,0.322,54.565,-2.197,-20.203
0.615,0.476,0.408,58.716,-9.583,-17.395
0.632,0.452,0.583,68.054,-22.522,-17.029
0.623,0.395,0.876,72.327,-36.743,-17.090
0.600,0.265,1.164,69.336,-44.983,-18.921
0.578,0.097,1.434,62.073,-46.021,-20.630
0.560,0.029,1.589,56.335,-39.185,-18.616
0.544,0.230,1.610,53.162,-28.137,-12.512
0.510,0.349,1.613,49.561,-19.714,-13.855
0.522,0.286,1.711,46.692,-17.639,-23.010
0.546,0.160,1.817,41.748,-14.465,-29.358
0.617,0.074,1.860,24.536,-7.141,-29.724
0.610,0.081,1.853,12.939,2.319,-23.132
0.664,0.213,1.748,8.118,12.817,-14.771
0.657,0.034,1.777,-14.404,13.489,-16.724
0.669,0.110,1.650,-5.371,19.653,-4.883
0.672,0.265,1.579,8.789,20.691,5.737
0.670,0.353,1.562,2.930,17.029,2.869
0.647,0.351,1.479,-26.550,16.296,-7.019
0.624,0.330,1.341,-61.096,16.541,-16.968
0.604,0.319,1.213,-87.341,13.672,-22.278
0.606,0.288,1.122,-99.365,8.240,-23.499
0.589,0.264,1.005,-103.394,3.967,-21.240
0.583,0.280,0.860,-105.164,1.160,-16.663
0.547,0.277,0.725,-104.553,-2.197,-12.512
0.508,0.299,0.597,-100.952,-6.836,-9.644
0.444,0.279,0.468,-94.604,-11.658,-9.644
0.379,0.126,0.337,-83.008,-19.287,-14.282
0.354,-0.017,0.416,-75.684,-32.471,-16.174
0.317,-0.029,0.451,-66.528,-37.231,-7.812
0.292,-0.013,0.400,-58.105,-32.837,1.221
0.264,0.013,0.335,-51.880,-27.039,8.118
0.228,0.039,0.275,-39.368,-22.461,13.123
0.202,0.069,0.231,-27.344,-18.982,16.113
0.172,0.085,0.235,-25.391,-16.357,16.235
0.137,0.046,0.233,-18.738,-12.512,13.855
0.132,0.023,0.242,-15.564,-8.362,13.000
0.110,0.050,0.245,-12.451,-4.272,14.954
0.092,0.130,0.249,-9.521,-0.061,17.639
0.071,0.231,0.256,-6.897,4.761,18.127
0.074,0.305,0.261,-3.601,9.705,14.282
0.098,0.335,0.274,2.136,13.550,7.080
0.133,0.295,0.311,9.521,15.015,-1.343
0.188,0.211,0.413,20.081,14.709,-7.935
0.261,0.149,0.583,36.987,13.611,-8.972
0.352,0.156,0.750,57.495,15.015,-2.686
0.417,0.280,0.894,78.308,19.287,10.376
0.448,0.465,1.063,94.177,22.644,25.635
0.447,0.619,1.219,100.342,25.452,36.255
0.436,0.722,1.323,98.267,28.870,40.649
0.444,0.778,1.361,93.384,32.104,38.940
0.448,0.801,1.379,80.444,31.982,30.945
0.483,0.753,1.417,57.434,28.259,17.151
0.501,0.671,1.447,31.311,24.536,2.991
0.537,0.651,1.356,10.254,24.048,-3.601
0.595,0.642,1.224,-1.038,23.376,-4.944
0.648,0.582,1.154,-3.906,18.066,-4.639
0.662,0.513,1.128,-1.648,11.169,-0.854
0.686,0.486,1.083,2.869,6.226,7.812
0.676,0.521,1.049,7.385,2.075,18.494
0.667,0.532,1.044,8.667,-2.930,24.902
0.637,0.509,1.079,6.470,-8.484,24.963
0.591,0.499,1.187,-4.822,-14.343,20.386
0.520,0.520,1.235,-23.193,-14.587,9.277
0.438,0.449,1.212,-47.546,-12.207,-8.972
0.370,0.264,1.266,-70.007,-12.695,-28.503
0.374,0.194,1.332,-84.778,-12.512,-37.476
0.356,0.185,1.271,-93.323,-5.493,-39.673
0.343,0.158,1.051,-98.511,2.991,-41.626
0.344,0.166,0.786,-90.759,5.066,-40.344
0.345,0.210,0.688,-77.576,-3.296,-35.706
0.342,0.309,0.603,-68.237,-11.414,-29.236
