aX,aY,aZ,gX,gY,gZ
0.295,0.067,0.545,-298.157,-16.357,-15.137
0.466,-0.086,0.171,-211.304,14.587,-36.743
0.493,-0.706,0.052,-91.919,30.334,-64.514
0.115,-0.535,-0.112,-38.940,47.607,-54.932
0.029,-0.762,-0.248,-99.304,55.420,-49.561
-0.078,-0.664,-0.131,-171.753,33.386,-49.561
-0.198,-0.307,-0.140,-240.662,34.241,-45.288
-0.293,-0.696,0.072,-191.711,25.757,-73.181
-0.418,-0.895,-0.157,-203.735,51.636,-68.054
-0.253,-0.945,-0.250,-236.755,72.998,-36.316
-0.247,-0.712,-0.385,-145.508,87.219,-7.019
-0.250,-0.347,-0.540,-64.209,104.187,11.963
-0.077,-0.136,-1.101,-90.149,131.287,4.272
-0.132,-0.165,-1.831,-21.851,152.588,-49.561
-0.594,-1.469,-3.088,-80.750,162.476,-119.995
-0.911,-2.291,-2.778,-434.387,87.524,-108.093
-1.098,-2.818,-1.536,-673.889,-5.127,-72.754
-1.453,-3.154,-0.555,-727.905,-20.813,-38.513
-0.849,-2.708,-0.404,-769.409,24.475,-1.099
-0.751,-1.590,-1.022,-861.755,68.665,67.017
-0.227,-1.020,-1.273,-758.240,67.566,97.778
0.105,-0.562,-1.304,-649.902,61.523,92.712
0.400,-1.208,-0.740,-398.376,34.607,5.981
0.294,-3.042,-0.024,-69.946,-12.024,-142.517
0.347,-4.000,0.557,-20.386,-16.663,-233.582
0.228,-4.000,0.689,44.373,2.380,-241.028
0.180,-4.000,0.509,81.116,29.175,-156.250
0.040,-3.525,0.166,44.861,65.552,2.014
-0.038,-1.817,-0.185,19.226,79.651,100.708
-0.240,-0.887,-0.377,-43.945,74.219,108.521
-0.402,-0.176,-0.499,-105.347,53.772,91.553
-0.452,0.354,-0.411,-145.264,11.719,59.937
-0.406,0.380,-0.056,-179.810,-36.804,14.099
-0.339,-0.323,0.642,-189.880,-78.186,-44.739
-0.394,-1.462,1.394,-171.875,-92.712,-102.539
-0.295,-2.305,1.902,-190.002,-65.063,-121.155
-0.218,-2.467,1.747,-168.335,1.587,-92.896
-0.097,-1.839,1.029,-166.443,72.510,-44.312
0.117,-1.224,0.269,-147.156,104.675,-16.357
0.179,-0.783,-0.434,-131.714,107.178,-11.169
0.234,-0.365,-0.954,-93.323,72.693,-19.104
0.096,-0.195,-0.982,-92.834,-2.625,-37.415
-0.069,-0.435,-0.468,-126.648,-93.933,-63.232
-0.240,-0.860,0.215,-148.499,-162.170,-79.529
-0.116,-1.200,0.849,-182.129,-182.495,-68.420
2.303,-3.656,3.574,-231.506,-185.730,-70.374
-0.953,-4.000,4.000,103.821,-199.097,-209.778
-1.429,-3.750,2.488,64.575,152.283,112.000
-0.090,-0.178,-2.043,-350.647,406.860,513.245
0.165,2.167,-3.685,-156.250,249.084,538.635
-0.315,2.738,-2.916,-160.522,-28.137,407.959
-0.683,0.762,-0.792,-283.081,-290.955,185.120
-0.982,-1.346,1.391,-375.610,-440.308,39.734
-0.825,-1.910,1.713,-428.528,-420.715,56.763
0.145,-1.849,1.134,-614.624,-265.747,159.607
-0.156,-0.575,2.167,-374.451,-146.423,157.654
-0.542,0.170,2.206,21.423,9.949,52.490
0.003,0.349,1.507,362.549,96.924,-8.667
0.190,0.339,0.915,286.316,136.536,-80.933
-0.236,-0.033,0.002,255.310,130.188,-132.507
0.608,-0.727,-0.414,143.677,99.792,-153.320
1.479,-1.796,-0.022,107.971,33.447,-174.133
0.772,-1.878,0.683,64.392,-44.434,-123.840
0.392,-0.436,0.898,-32.776,-55.908,-10.437
0.206,-0.215,0.777,-107.666,-35.400,6.531
-0.097,-0.725,1.018,-84.106,-32.532,-20.386
-0.294,-0.929,1.225,-54.443,-21.851,-23.499
-0.206,-0.943,0.986,-52.368,14.282,-14.221
-0.164,-0.904,0.764,-32.349,39.978,-9.827
-0.088,-0.872,0.890,-12.207,46.875,-8.362
-0.093,-0.697,0.925,-4.700,62.500,-5.127
-0.121,-0.554,0.858,6.165,76.111,-7.202
0.016,-0.435,0.670,9.644,82.275,-15.564
0.339,-0.566,0.250,7.324,83.801,-35.522
0.448,-0.799,0.347,-2.441,59.448,-56.519
0.397,-0.781,0.569,-10.498,33.386,-60.730
0.261,-0.758,0.670,-8.667,27.344,-59.937
0.135,-0.838,0.798,-6.531,30.457,-60.364
0.056,-0.862,0.899,-4.883,39.124,-57.556
-0.032,-0.770,0.839,-4.150,53.528,-50.903
-0.057,-0.802,0.761,-12.390,63.232,-47.241
-0.012,-0.879,0.623,-17.822,65.979,-40.283
-0.004,-0.847,0.619,-19.714,60.547,-23.621
-0.004,-0.684,0.691,-15.991,44.800,-5.310
0.062,-0.565,0.706,-12.512,33.203,5.432
0.168,-0.553,0.709,-6.836,26.917,9.094
0.258,-0.619,0.721,-2.502,23.132,6.775
0.300,-0.669,0.618,0.488,23.010,2.136
0.339,-0.806,0.512,0.122,20.386,-3.784
0.314,-0.905,0.460,-0.061,11.963,-8.057
0.193,-0.879,0.562,-0.854,1.099,-7.935
0.131,-0.822,0.701,-5.188,-6.226,-6.348
0.091,-0.765,0.737,-5.859,-4.700,-4.150
0.082,-0.711,0.755,-2.930,-0.854,-1.831
0.109,-0.707,0.750,-1.953,1.953,-0.549
0.082,-0.771,0.734,-2.625,4.150,0.000
0.036,-0.821,0.814,-6.897,5.127,3.418
0.037,-0.705,0.837,-14.893,10.315,11.841
0.115,-0.703,0.728,-20.264,18.250,14.893
0.169,-0.687,0.605,-18.005,19.104,16.541
0.193,-0.642,0.611,-11.963,9.277,19.287
0.186,-0.618,0.701,-5.859,-2.136,21.118
0.145,-0.665,0.763,0.916,-6.592,20.264
0.132,-0.706,0.807,5.127,-6.653,19.165
0.148,-0.748,0.764,5.859,-2.563,18.555
0.159,-0.746,0.692,4.211,0.977,17.883
0.197,-0.813,0.694,1.709,0.977,17.090
0.155,-0.828,0.678,8.423,1.099,16.907
0.143,-0.622,0.707,10.132,0.061,20.508
0.137,-0.716,0.733,-1.465,0.061,16.846
0.122,-0.710,0.773,-5.127,0.000,16.418
0.151,-0.685,0.756,-8.301,0.244,21.545
0.175,-0.651,0.747,-7.568,-0.122,23.865
0.169,-0.718,0.737,-4.456,0.305,21.362
0.167,-0.728,0.756,-6.897,0.916,20.874
0.157,-0.765,0.764,-7.019,2.869,20.081
0.181,-0.855,0.764,-4.333,5.859,20.020
0.205,-0.601,0.694,13.184,7.080,23.865
0.226,-0.584,0.650,-0.427,7.751,24.170
0.172,-0.761,0.708,-8.301,5.493,13.916
0.180,-0.718,0.781,-12.268,2.625,16.663
0.159,-0.637,0.791,-12.085,5.615,20.325
0.171,-0.658,0.783,-7.996,7.751,18.372
0.189,-0.706,0.749,-4.089,10.925,14.832
0.217,-0.681,0.720,-5.188,12.878,13.916
0.207,-0.655,0.678,-6.226,13.672,11.780
0.169,-0.680,0.703,-7.324,11.963,7.935
0.106,-0.733,0.779,-8.850,10.132,6.226
0.218,-0.780,0.859,-13.367,11.719,8.972
0.122,-0.771,0.736,10.620,16.357,13.916
0.194,-0.544,0.682,7.935,17.517,25.635
0.234,-0.626,0.665,-7.996,15.564,19.775
0.222,-0.660,0.715,-11.780,11.597,16.541
0.241,-0.694,0.779,-10.010,8.911,15.259
0.224,-0.708,0.739,-7.141,12.085,14.771
0.234,-0.717,0.781,-4.517,13.855,14.893
0.210,-0.708,0.791,-0.549,16.418,16.113
0.210,-0.726,0.777,1.770,20.264,16.968
0.219,-0.726,0.762,1.648,22.705,19.287
0.201,-0.695,0.797,-0.305,23.743,22.522
0.244,-0.603,0.788,-3.845,25.269,25.757
0.299,-0.491,0.645,-3.479,28.564,25.574
0.376,-0.496,0.546,0.366,25.818,18.311
0.378,-0.577,0.533,3.601,17.456,8.606
0.297,-0.671,0.676,5.615,7.202,1.892
0.249,-0.678,0.758,3.052,4.089,0.427
0.246,-0.673,0.754,1.526,6.470,0.610
0.228,-0.684,0.728,1.587,9.155,0.427
0.327,-0.685,0.746,1.160,9.460,1.038
0.302,-0.649,0.682,1.770,10.986,2.136
0.294,-0.643,0.677,2.747,10.010,1.892
0.276,-0.672,0.732,2.502,6.653,0.916
0.261,-0.681,0.767,2.319,6.470,1.221
0.264,-0.686,0.755,2.747,8.423,2.563
0.279,-0.675,0.703,4.028,10.559,3.662
